ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid
AC;E;images;KODHVR;NVC;2016-07-04T17:08:48+02:00;3;3: No fencers are engineers;fencers,campers,engineers;6;;;;19;IO2;1730;NVC;38;KODHVR
AC;A;images;KODHVR;NVC;2016-07-04T17:08:50+02:00;4;4: All packers are butchers;packers,tutors,butchers;6;;;;20;EE3;1965;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:08:53+02:00;7;7: Some farmers are not scholars;scholars,assistants,farmers;6;;;;21;II1;2270;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:08:57+02:00;7;7: Some divers are not carpenters;carpenters,linguists,divers;6;;;;22;IO1;3462;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:08:58+02:00;7;7: Some dentists are not plumbers;plumbers,lifeguards,dentists;6;;;;23;AO2;1043;NVC;38;KODHVR
CA;I;images;KODHVR;NVC;2016-07-04T17:09:01+02:00;8;8: Some porters are brewers;brewers,judges,porters;6;;;;24;EO2;2100;NVC;38;KODHVR
CA;E;images;KODHVR;NVC;2016-07-04T17:09:03+02:00;9;9: No architects are designers;designers,trainers,architects;6;;;;25;IO3;1701;NVC;38;KODHVR
CA;I;images;KODHVR;NVC;2016-07-04T17:09:05+02:00;8;8: Some clerks are managers;managers,models,clerks;6;;;;26;AA3;1237;NVC;38;KODHVR
CA;E;images;KODHVR;1;2016-07-04T17:09:07+02:00;9;9: No mayors are cooks;cooks,swimmers,mayors;6;;;;27;EA2;1537;Eac,Eca,Oac,Oca;38;KODHVR
CA;A;images;KODHVR;0;2016-07-04T17:09:09+02:00;0;0: All waiters are poets;poets,cashiers,waiters;6;;;;28;EI4;1830;Oca;38;KODHVR
CA;A;images;KODHVR;NVC;2016-07-04T17:09:11+02:00;0;0: All editors are soldiers;soldiers,florists,editors;6;;;;29;OE1;1611;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:09:14+02:00;7;7: Some nurses are not actors;actors,drillers,nurses;6;;;;30;OA2;2131;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:09:15+02:00;7;7: Some actors are not painters;painters,workers,actors;6;;;;31;OO1;1244;NVC;38;KODHVR
CA;I;images;KODHVR;NVC;2016-07-04T17:09:17+02:00;8;8: Some painters are auditors;auditors,cleaners,painters;6;;;;32;OI4;1447;NVC;38;KODHVR
CA;I;images;KODHVR;0;2016-07-04T17:09:19+02:00;8;8: Some dancers are boxers;boxers,typists,dancers;6;;;;33;IE2;1564;Oac;38;KODHVR
CA;I;images;KODHVR;0;2016-07-04T17:09:21+02:00;8;8: Some trainers are designers;designers,architects,trainers;6;;;;34;EI2;1710;Oca;38;KODHVR
CA;O;images;KODHVR;0;2016-07-04T17:09:27+02:00;7;7: Some athletes are not hunters;hunters,lawyers,athletes;6;;;;35;IA1;1147;Iac,Ica;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:09:29+02:00;7;7: Some bakers are not gamblers;gamblers,sculptors,bakers;6;;;;36;EO1;1577;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:09:31+02:00;7;7: Some editors are not florists;florists,soldiers,editors;6;;;;37;OO4;1532;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:09:34+02:00;7;7: Some riders are not counselors;counselors,joggers,riders;6;;;;38;EE1;1976;NVC;38;KODHVR
CA;I;images;KODHVR;NVC;2016-07-04T17:09:36+02:00;8;8: Some assistants are scholars;scholars,farmers,assistants;6;;;;39;EE4;1473;NVC;38;KODHVR
CA;E;images;KODHVR;NVC;2016-07-04T17:09:38+02:00;9;9: No waiters are poets;poets,cashiers,waiters;6;;;;40;OI3;1390;NVC;38;KODHVR
CA;A;images;KODHVR;NVC;2016-07-04T17:09:40+02:00;0;0: All doctors are tellers;tellers,climbers,doctors;6;;;;41;OI2;1287;NVC;38;KODHVR
AC;O;images;KODHVR;1;2016-07-04T17:09:41+02:00;1;1: Some scientists are not chefs;scientists,runners,chefs;6;;;;42;AE1;1282;Eac,Eca,Oac,Oca;38;KODHVR
AC;O;images;KODHVR;NVC;2016-07-04T17:09:43+02:00;1;1: Some campers are not engineers;campers,fencers,engineers;6;;;;43;AO1;1306;NVC;38;KODHVR
AC;I;images;KODHVR;0;2016-07-04T17:09:45+02:00;2;2: Some sailors are potters;sailors,chemists,potters;6;;;;44;EA4;1488;Oca;38;KODHVR
AC;E;images;KODHVR;NVC;2016-07-04T17:09:47+02:00;3;3: No novelists are travelers;novelists,analysts,travelers;6;;;;45;EO4;1306;NVC;38;KODHVR
AC;I;images;KODHVR;NVC;2016-07-04T17:09:53+02:00;2;2: Some secretaries are agents;secretaries,brokers,agents;6;;;;46;OA1;1976;NVC;38;KODHVR
AC;I;images;KODHVR;NVC;2016-07-04T17:09:55+02:00;2;2: Some drivers are hikers;drivers,writers,hikers;6;;;;47;OE2;1335;NVC;38;KODHVR
AC;I;images;KODHVR;0;2016-07-04T17:09:56+02:00;2;2: Some tutors are butchers;tutors,packers,butchers;6;;;;48;OA4;1276;Oca;38;KODHVR
AC;E;images;KODHVR;0;2016-07-04T17:09:58+02:00;3;3: No miners are poets;miners,skaters,poets;6;;;;49;AE2;1419;Oac;38;KODHVR
AC;A;images;KODHVR;NVC;2016-07-04T17:10:00+02:00;4;4: All singers are pilots;singers,tailors,pilots;6;;;;50;EO3;1421;NVC;38;KODHVR
CA;O;images;KODHVR;0;2016-07-04T17:10:02+02:00;7;7: Some carpenters are not linguists;linguists,divers,carpenters;6;;;;51;IE3;1309;Oac;38;KODHVR
CA;I;images;KODHVR;0;2016-07-04T17:10:03+02:00;8;8: Some teachers are bankers;bankers,golfers,teachers;6;;;;52;AE4;1183;Oac;38;KODHVR
CA;E;images;KODHVR;NVC;2016-07-04T17:10:05+02:00;9;9: No actuaries are boxers;boxers,opticians,actuaries;6;;;;53;OO3;1363;NVC;38;KODHVR
CA;A;images;KODHVR;NVC;2016-07-04T17:10:07+02:00;0;0: All planners are surfers;surfers,artists,planners;6;;;;54;IA2;1310;NVC;38;KODHVR
AC;O;images;KODHVR;1;2016-07-04T17:10:09+02:00;1;1: Some mayors are not swimmers;mayors,cooks,swimmers;6;;;;55;AO4;1339;Oac;38;KODHVR
AC;I;images;KODHVR;NVC;2016-07-04T17:10:11+02:00;2;2: Some actors are nurses;actors,drillers,nurses;6;;;;56;EE2;1279;NVC;38;KODHVR
AC;E;images;KODHVR;NVC;2016-07-04T17:10:12+02:00;3;3: No porters are brewers;porters,judges,brewers;6;;;;57;AI1;1348;NVC;38;KODHVR
AC;A;images;KODHVR;NVC;2016-07-04T17:10:14+02:00;4;4: All buyers are cyclists;buyers,students,cyclists;6;;;;58;OO2;1336;NVC;38;KODHVR
CA;O;images;KODHVR;NVC;2016-07-04T17:10:16+02:00;7;7: Some managers are not clerks;clerks,models,managers;6;;;;59;II4;1349;NVC;38;KODHVR
CA;I;images;KODHVR;1;2016-07-04T17:10:18+02:00;8;8: Some painters are actors;actors,workers,painters;6;;;;60;AA4;1294;Iac,Ica;38;KODHVR
CA;E;images;KODHVR;NVC;2016-07-04T17:10:19+02:00;9;9: No climbers are therapists;therapists,skaters,climbers;6;;;;61;II3;1332;NVC;38;KODHVR
CA;A;images;KODHVR;0;2016-07-04T17:10:21+02:00;0;0: All lifeguards are plumbers;plumbers,dentists,lifeguards;6;;;;62;OA3;1343;Oac;38;KODHVR
AC;O;images;KODHVR;NVC;2016-07-04T17:10:23+02:00;1;1: Some investors are not jugglers;investors,barbers,jugglers;6;;;;63;OI1;1383;NVC;38;KODHVR
AC;O;images;EFQEDH;NVC;2016-07-04T17:56:20+02:00;1;1: Some boxers are not actuaries;boxers,actuaries,opticians;7;;;;0;A_1;3076;NVC;39;EFQEDH
AC;I;images;EFQEDH;NVC;2016-07-04T17:56:23+02:00;2;2: Some investors are barbers;investors,barbers,jugglers;7;;;;1;E_1;2182;NVC;39;EFQEDH
AC;I;images;EFQEDH;NVC;2016-07-04T17:56:26+02:00;2;2: Some editors are soldiers;editors,soldiers,florists;7;;;;2;I_1;1244;NVC;39;EFQEDH
AC;I;images;EFQEDH;NVC;2016-07-04T17:56:29+02:00;2;2: Some nurses are actors;nurses,actors,drillers;7;;;;3;O_1;1272;NVC;39;EFQEDH
AC;I;images;EFQEDH;1;2016-07-04T17:56:36+02:00;2;2: Some auditors are painters;auditors,cleaners,painters;7;;;;0;AA1;3647;Aac,Iac,Ica;39;EFQEDH
AC;I;images;EFQEDH;0;2016-07-04T17:56:40+02:00;2;2: Some clerks are managers;clerks,models,managers;7;;;;1;EA3;2641;Eac,Eca,Oac,Oca;39;EFQEDH
AC;A;images;EFQEDH;0;2016-07-04T17:56:43+02:00;3;3: All engineers are campers;engineers,fencers,campers;7;;;;2;IA4;1316;Iac,Ica;39;EFQEDH
AC;E;images;EFQEDH;0;2016-07-04T17:56:46+02:00;4;4: No bankers are golfers;bankers,teachers,golfers;7;;;;3;AI2;1767;Iac,Ica;39;EFQEDH
CA;O;images;EFQEDH;NVC;2016-07-04T17:56:49+02:00;7;7: Some riders are not counselors;counselors,joggers,riders;7;;;;4;OE1;1538;NVC;39;EFQEDH
CA;I;images;EFQEDH;NVC;2016-07-04T17:56:52+02:00;8;8: Some designers are architects;architects,trainers,designers;7;;;;5;OI1;1853;NVC;39;EFQEDH
CA;A;images;EFQEDH;0;2016-07-04T17:56:56+02:00;9;9: All chefs are runners;runners,scientists,chefs;7;;;;6;AE4;2219;Oac;39;EFQEDH
CA;A;images;EFQEDH;NVC;2016-07-04T17:56:59+02:00;9;9: All potters are sailors;sailors,chemists,potters;7;;;;7;OO3;1500;NVC;39;EFQEDH
CA;E;images;EFQEDH;NVC;2016-07-04T17:57:03+02:00;0;0: No investors are jugglers;jugglers,barbers,investors;7;;;;8;AI1;2920;NVC;39;EFQEDH
NA;NA;images;EFQEDH;NVC;2016-07-04T17:57:06+02:00;-1;Space: No conclusion is possible;actors,workers,painters;7;;;;9;EE2;1228;NVC;39;EFQEDH
AC;O;images;EFQEDH;NVC;2016-07-04T17:57:09+02:00;1;1: Some soldiers are not florists;soldiers,editors,florists;7;;;;10;II4;2063;NVC;39;EFQEDH
AC;I;images;EFQEDH;NVC;2016-07-04T17:57:12+02:00;2;2: Some drivers are hikers;drivers,writers,hikers;7;;;;11;OI4;1187;NVC;39;EFQEDH
AC;A;images;EFQEDH;NVC;2016-07-04T17:57:15+02:00;3;3: All carpenters are divers;carpenters,linguists,divers;7;;;;12;EO1;1628;NVC;39;EFQEDH
AC;E;images;EFQEDH;0;2016-07-04T17:57:18+02:00;4;4: No skaters are miners;skaters,poets,miners;7;;;;13;EA4;1004;Oca;39;EFQEDH
CA;O;images;EFQEDH;NVC;2016-07-04T17:57:21+02:00;7;7: Some tutors are not butchers;butchers,packers,tutors;7;;;;14;OO4;1563;NVC;39;EFQEDH
CA;I;images;EFQEDH;NVC;2016-07-04T17:57:24+02:00;8;8: Some plumbers are dentists;dentists,lifeguards,plumbers;7;;;;15;EE4;1675;NVC;39;EFQEDH
CA;I;images;EFQEDH;NVC;2016-07-04T17:57:31+02:00;8;8: Some sculptors are gamblers;gamblers,bakers,sculptors;7;;;;16;OA2;1117;NVC;39;EFQEDH
CA;A;images;EFQEDH;0;2016-07-04T17:57:34+02:00;9;9: All drillers are actors;actors,nurses,drillers;7;;;;17;EI3;1472;Oca;39;EFQEDH
CA;E;images;EFQEDH;NVC;2016-07-04T17:57:37+02:00;0;0: No poets are cashiers;cashiers,waiters,poets;7;;;;18;II2;1438;NVC;39;EFQEDH
NA;NA;images;EFQEDH;0;2016-07-04T17:57:39+02:00;-1;Space: No conclusion is possible;artists,planners,surfers;7;;;;19;AE3;1327;Eac,Eca,Oac,Oca;39;EFQEDH
AC;O;images;EFQEDH;1;2016-07-04T17:57:43+02:00;1;1: Some boxers are not dancers;boxers,typists,dancers;7;;;;20;IE3;2141;Oac;39;EFQEDH
AC;I;images;EFQEDH;NVC;2016-07-04T17:57:46+02:00;2;2: Some buyers are students;buyers,cyclists,students;7;;;;21;AI3;1184;NVC;39;EFQEDH
AC;A;images;EFQEDH;0;2016-07-04T17:57:48+02:00;3;3: All tellers are doctors;tellers,climbers,doctors;7;;;;22;AO3;1364;Oca;39;EFQEDH
AC;E;images;EFQEDH;NVC;2016-07-04T17:57:52+02:00;4;4: No analysts are novelists;analysts,travelers,novelists;7;;;;23;IO4;2230;NVC;39;EFQEDH
CA;O;images;EFQEDH;1;2016-07-04T17:57:55+02:00;7;7: Some scholars are not assistants;assistants,farmers,scholars;7;;;;24;AE1;1575;Eac,Eca,Oac,Oca;39;EFQEDH
CA;I;images;EFQEDH;NVC;2016-07-04T17:57:58+02:00;8;8: Some therapists are skaters;skaters,climbers,therapists;7;;;;25;AO2;1644;NVC;39;EFQEDH
CA;A;images;EFQEDH;NVC;2016-07-04T17:58:02+02:00;9;9: All secretaries are brokers;brokers,agents,secretaries;7;;;;26;OE2;1940;NVC;39;EFQEDH
CA;E;images;EFQEDH;NVC;2016-07-04T17:58:04+02:00;0;0: No swimmers are mayors;mayors,cooks,swimmers;7;;;;27;EE1;1096;NVC;39;EFQEDH
AC;O;images;EFQEDH;NVC;2016-07-04T17:58:07+02:00;1;1: Some lawyers are not athletes;lawyers,hunters,athletes;7;;;;28;AA3;1041;NVC;39;EFQEDH
AC;I;images;EFQEDH;0;2016-07-04T17:58:10+02:00;2;2: Some actuaries are opticians;actuaries,boxers,opticians;7;;;;29;IE2;1306;Oac;39;EFQEDH
AC;A;images;EFQEDH;0;2016-07-04T17:58:12+02:00;3;3: All tailors are singers;tailors,pilots,singers;7;;;;30;EI2;1278;Oca;39;EFQEDH
AC;E;images;EFQEDH;NVC;2016-07-04T17:58:15+02:00;4;4: No judges are porters;judges,brewers,porters;7;;;;31;EO3;1221;NVC;39;EFQEDH
CA;O;images;EFQEDH;NVC;2016-07-04T17:58:18+02:00;7;7: Some campers are not fencers;fencers,engineers,campers;7;;;;32;OA1;1657;NVC;39;EFQEDH
CA;I;images;EFQEDH;NVC;2016-07-04T17:58:21+02:00;8;8: Some riders are counselors;counselors,joggers,riders;7;;;;33;IA2;1457;NVC;39;EFQEDH
CA;A;images;EFQEDH;NVC;2016-07-04T17:58:26+02:00;9;9: All carpenters are linguists;linguists,divers,carpenters;7;;;;34;IO3;3571;NVC;39;EFQEDH
AC;O;images;EFQEDH;NVC;2016-07-04T17:58:42+02:00;1;1: Some scientists are not runners;scientists,chefs,runners;7;;;;35;IO2;1614;NVC;39;EFQEDH
AC;I;images;EFQEDH;0;2016-07-04T17:58:46+02:00;2;2: Some writers are hikers;writers,drivers,hikers;7;;;;36;IE4;1731;Oac;39;EFQEDH
AC;A;images;EFQEDH;NVC;2016-07-04T17:58:48+02:00;3;3: All agents are brokers;agents,secretaries,brokers;7;;;;37;IO1;1526;NVC;39;EFQEDH
AC;E;images;EFQEDH;0;2016-07-04T17:58:51+02:00;4;4: No investors are barbers;investors,jugglers,barbers;7;;;;38;AA2;1271;Aca,Iac,Ica;39;EFQEDH
CA;O;images;EFQEDH;NVC;2016-07-04T17:58:54+02:00;7;7: Some sculptors are not gamblers;gamblers,bakers,sculptors;7;;;;39;II3;1049;NVC;39;EFQEDH
CA;I;images;EFQEDH;0;2016-07-04T17:58:56+02:00;8;8: Some planners are surfers;surfers,artists,planners;7;;;;40;EI1;1067;Oca;39;EFQEDH
CA;A;images;EFQEDH;NVC;2016-07-04T17:58:59+02:00;9;9: All dentists are plumbers;plumbers,lifeguards,dentists;7;;;;41;EE3;1184;NVC;39;EFQEDH
CA;E;images;EFQEDH;0;2016-07-04T17:59:05+02:00;0;0: No editors are florists;florists,soldiers,editors;7;;;;42;EI4;4720;Oca;39;EFQEDH
AC;O;images;EFQEDH;NVC;2016-07-04T17:59:08+02:00;1;1: Some tailors are not singers;tailors,pilots,singers;7;;;;43;EO2;1063;NVC;39;EFQEDH
AC;I;images;EFQEDH;0;2016-07-04T17:59:10+02:00;2;2: Some actors are nurses;actors,drillers,nurses;7;;;;44;OA3;1017;Oac;39;EFQEDH
AC;A;images;EFQEDH;NVC;2016-07-04T17:59:13+02:00;3;3: All buyers are students;buyers,cyclists,students;7;;;;45;OE3;1281;NVC;39;EFQEDH
AC;E;images;EFQEDH;NVC;2016-07-04T17:59:16+02:00;4;4: No hunters are lawyers;hunters,athletes,lawyers;7;;;;46;OE4;1428;NVC;39;EFQEDH
CA;O;images;EFQEDH;1;2016-07-04T17:59:19+02:00;7;7: Some dancers are not typists;typists,boxers,dancers;7;;;;47;EA1;1255;Oca;39;EFQEDH
NA;NA;images;EFQEDH;NVC;2016-07-04T17:59:23+02:00;-1;Space: No conclusion is possible;bankers,golfers,teachers;7;;;;48;OI3;3350;NVC;39;EFQEDH
AC;O;images;EFQEDH;0;2016-07-04T17:59:26+02:00;1;1: Some chemists are not sailors;chemists,potters,sailors;7;;;;49;OA4;1431;Oca;39;EFQEDH
AC;I;images;EFQEDH;NVC;2016-07-04T17:59:29+02:00;2;2: Some waiters are poets;waiters,cashiers,poets;7;;;;50;OI2;1583;NVC;39;EFQEDH
AC;A;images;EFQEDH;0;2016-07-04T17:59:31+02:00;3;3: All scholars are farmers;scholars,assistants,farmers;7;;;;51;AA4;1255;Iac,Ica;39;EFQEDH
AC;E;images;EFQEDH;NVC;2016-07-04T17:59:34+02:00;4;4: No novelists are analysts;novelists,travelers,analysts;7;;;;52;IA3;1181;NVC;39;EFQEDH
CA;O;images;EFQEDH;NVC;2016-07-04T17:59:37+02:00;7;7: Some painters are not workers;workers,actors,painters;7;;;;53;OO2;1155;NVC;39;EFQEDH
CA;I;images;EFQEDH;0;2016-07-04T17:59:39+02:00;8;8: Some architects are trainers;trainers,designers,architects;7;;;;54;EA2;1154;Eac,Eca,Oac,Oca;39;EFQEDH
CA;A;images;EFQEDH;0;2016-07-04T17:59:43+02:00;9;9: All mayors are cooks;cooks,swimmers,mayors;7;;;;55;AI4;1657;Iac,Ica;39;EFQEDH
CA;E;images;EFQEDH;0;2016-07-04T17:59:46+02:00;0;0: No boxers are opticians;opticians,actuaries,boxers;7;;;;56;AE2;1474;Oac;39;EFQEDH
AC;O;images;EFQEDH;NVC;2016-07-04T17:59:50+02:00;1;1: Some climbers are not therapists;climbers,skaters,therapists;7;;;;57;AO1;2868;NVC;39;EFQEDH
AC;I;images;EFQEDH;0;2016-07-04T17:59:52+02:00;2;2: Some butchers are tutors;butchers,packers,tutors;7;;;;58;IE1;1072;Oac;39;EFQEDH
AC;A;images;EFQEDH;0;2016-07-04T17:59:56+02:00;3;3: All managers are models;managers,clerks,models;7;;;;59;AO4;1872;Oac;39;EFQEDH
AC;E;images;EFQEDH;NVC;2016-07-04T17:59:58+02:00;4;4: No brewers are porters;brewers,judges,porters;7;;;;60;EO4;1085;NVC;39;EFQEDH
CA;O;images;EFQEDH;NVC;2016-07-04T18:00:01+02:00;7;7: Some skaters are not poets;poets,miners,skaters;7;;;;61;OO1;1662;NVC;39;EFQEDH
CA;I;images;EFQEDH;1;2016-07-04T18:00:04+02:00;8;8: Some cleaners are painters;painters,auditors,cleaners;7;;;;62;IA1;1320;Iac,Ica;39;EFQEDH
CA;A;images;EFQEDH;NVC;2016-07-04T18:00:07+02:00;9;9: All tellers are climbers;climbers,doctors,tellers;7;;;;63;II1;1685;NVC;39;EFQEDH
AC;E;images;SPKFEB;0;2016-07-04T18:49:29+02:00;1;1: No poets are cashiers;poets,waiters,cashiers;3;;;;0;AI2;9288;Iac,Ica;35;SPKFEB
AC;E;images;SPKFEB;1;2016-07-04T18:51:41+02:00;1;1: No dentists are lifeguards;dentists,plumbers,lifeguards;3;;;;0;EA3;2131;Eac,Eca,Oac,Oca;35;SPKFEB
NVC;NVC;images;SPKFEB;0;2016-07-04T18:51:46+02:00;-1;Space: No conclusion is possible;poets,cashiers,waiters;3;;;;1;AI2;3795;Iac,Ica;35;SPKFEB
NVC;NVC;images;SPKFEB;0;2016-07-04T18:51:56+02:00;-1;Space: No conclusion is possible;doctors,climbers,tellers;3;;;;2;IA4;8294;Iac,Ica;35;SPKFEB
NVC;NVC;images;SPKFEB;0;2016-07-04T18:52:00+02:00;-1;Space: No conclusion is possible;drivers,hikers,writers;3;;;;3;AA1;1821;Aac,Iac,Ica;35;SPKFEB
NVC;NVC;images;SPKFEB;1;2016-07-04T18:52:05+02:00;-1;Space: No conclusion is possible;farmers,scholars,assistants;3;;;;4;AO1;3894;NVC;35;SPKFEB
NVC;NVC;calculations;IHGVKG;1;2016-07-04T18:55:37+02:00;-1;Space: No conclusion is possible;writers,drivers,hikers;1;;;;0;A_1;2100;NVC;41;IHGVKG
NVC;NVC;calculations;IHGVKG;1;2016-07-04T18:55:39+02:00;-1;Space: No conclusion is possible;brewers,judges,porters;1;;;;1;E_1;1430;NVC;41;IHGVKG
AC;I;calculations;CVVNCY;0;2016-07-04T19:40:07+02:00;3;3: Some bakers are gamblers;bakers,gamblers,sculptors;2;;;;0;A_1;19085;NVC;42;CVVNCY
AC;E;calculations;CVVNCY;0;2016-07-04T19:40:29+02:00;1;1: No students are cyclists;students,cyclists,buyers;2;;;;1;E_1;19985;NVC;42;CVVNCY
AC;I;calculations;CVVNCY;0;2016-07-04T19:40:40+02:00;3;3: Some chemists are sailors;chemists,sailors,potters;2;;;;2;I_1;9284;NVC;42;CVVNCY
AC;O;calculations;CVVNCY;0;2016-07-04T19:40:46+02:00;4;4: Some scholars are not farmers;scholars,farmers,assistants;2;;;;3;O_1;4546;NVC;42;CVVNCY
CA;E;calculations;CVVNCY;1;2016-07-04T19:41:59+02:00;7;7: No jugglers are barbers;barbers,investors,jugglers;2;;;;0;EA3;49705;Eac,Eca,Oac,Oca;42;CVVNCY
AC;A;calculations;CVVNCY;1;2016-07-04T19:42:22+02:00;2;2: All novelists are analysts;novelists,travelers,analysts;2;;;;1;AA1;20889;Aac,Iac,Ica;42;CVVNCY
AC;I;calculations;CVVNCY;1;2016-07-04T19:42:49+02:00;3;3: Some counselors are riders;counselors,joggers,riders;2;;;;2;IA4;25527;Iac,Ica;42;CVVNCY
CA;I;calculations;CVVNCY;1;2016-07-04T19:42:59+02:00;9;9: Some doctors are climbers;climbers,tellers,doctors;2;;;;3;AI2;7912;Iac,Ica;42;CVVNCY
NVC;NVC;calculations;CVVNCY;0;2016-07-04T19:43:18+02:00;-1;Space: No conclusion is possible;lawyers,hunters,athletes;2;;;;4;EI4;17717;Oca;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:43:30+02:00;-1;Space: No conclusion is possible;cashiers,poets,waiters;2;;;;5;AI3;10284;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:43:42+02:00;-1;Space: No conclusion is possible;soldiers,florists,editors;2;;;;6;AO2;10432;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;0;2016-07-04T19:43:51+02:00;-1;Space: No conclusion is possible;tutors,butchers,packers;2;;;;7;AE2;7726;Oac;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:43:58+02:00;-1;Space: No conclusion is possible;artists,planners,surfers;2;;;;8;EO3;4941;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:44:06+02:00;-1;Space: No conclusion is possible;models,clerks,managers;2;;;;9;OI3;6396;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;0;2016-07-04T19:44:30+02:00;-1;Space: No conclusion is possible;agents,brokers,secretaries;2;;;;10;EA1;22531;Oca;42;CVVNCY
CA;I;calculations;CVVNCY;1;2016-07-04T19:44:56+02:00;9;9: Some miners are poets;poets,skaters,miners;2;;;;11;AI4;24413;Iac,Ica;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:45:12+02:00;-1;Space: No conclusion is possible;teachers,bankers,golfers;2;;;;12;OI4;14540;NVC;42;CVVNCY
CA;A;calculations;CVVNCY;1;2016-07-04T19:45:22+02:00;8;8: All cleaners are painters;painters,auditors,cleaners;2;;;;13;AA2;8875;Aca,Iac,Ica;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:45:33+02:00;-1;Space: No conclusion is possible;actors,painters,workers;2;;;;14;OO3;8703;NVC;42;CVVNCY
AC;E;calculations;NUKFMS;0;2016-07-04T19:46:03+02:00;1;1: No actuaries are opticians;actuaries,opticians,boxers;3;;;;0;A_1;2138;NVC;43;NUKFMS
AC;I;calculations;CVVNCY;1;2016-07-04T19:46:03+02:00;3;3: Some tailors are singers;tailors,pilots,singers;2;;;;15;AA4;4126;Iac,Ica;42;CVVNCY
AC;E;calculations;CVVNCY;0;2016-07-04T19:46:07+02:00;1;1: No therapists are climbers;therapists,skaters,climbers;2;;;;16;OO1;1748;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;0;2016-07-04T19:46:11+02:00;-1;Space: No conclusion is possible;farmers,scholars,assistants;2;;;;17;EA4;2678;Oca;42;CVVNCY
CA;E;calculations;NUKFMS;0;2016-07-04T19:46:11+02:00;7;7: No climbers are doctors;doctors,climbers,tellers;3;;;;1;E_1;6221;NVC;43;NUKFMS
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:14+02:00;-1;Space: No conclusion is possible;divers,carpenters,linguists;2;;;;18;OO2;1378;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:17+02:00;-1;Space: No conclusion is possible;boxers,dancers,typists;2;;;;19;IO2;1765;NVC;42;CVVNCY
AC;O;calculations;NUKFMS;0;2016-07-04T19:46:17+02:00;2;2: Some students are not cyclists;students,cyclists,buyers;3;;;;2;I_1;4638;NVC;43;NUKFMS
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:20+02:00;-1;Space: No conclusion is possible;cooks,mayors,swimmers;2;;;;20;OE4;1294;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;0;2016-07-04T19:46:24+02:00;-1;Space: No conclusion is possible;judges,brewers,porters;2;;;;21;AE3;2109;Eac,Eca,Oac,Oca;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:27+02:00;-1;Space: No conclusion is possible;campers,fencers,engineers;2;;;;22;II1;1865;NVC;42;CVVNCY
AC;O;calculations;NUKFMS;0;2016-07-04T19:46:27+02:00;2;2: Some porters are not brewers;porters,brewers,judges;3;;;;3;O_1;8160;NVC;43;NUKFMS
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:30+02:00;-1;Space: No conclusion is possible;lifeguards,dentists,plumbers;2;;;;23;IO3;1517;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:34+02:00;-1;Space: No conclusion is possible;chemists,potters,sailors;2;;;;24;IO4;1690;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:37+02:00;-1;Space: No conclusion is possible;sculptors,gamblers,bakers;2;;;;25;EO1;1559;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:40+02:00;-1;Space: No conclusion is possible;designers,architects,trainers;2;;;;26;EE2;1345;NVC;42;CVVNCY
NVC;NVC;calculations;CVVNCY;0;2016-07-04T19:46:42+02:00;-1;Space: No conclusion is possible;drillers,nurses,actors;2;;;;27;AO3;1244;Oca;42;CVVNCY
NVC;NVC;calculations;CVVNCY;1;2016-07-04T19:46:45+02:00;-1;Space: No conclusion is possible;hikers,writers,drivers;2;;;;28;EE3;1105;NVC;42;CVVNCY
